61 60.14 60.10 1200.00 0.07 0.19 0.63
62 60.14 60.70 1200.00 0.08 0.18 0.63
63 60.68 60.10 1200.00 0.07 0.20 0.63
64 60.68 60.70 1200.00 0.07 0.19 0.63
65 60.68 60.10 1200.00 0.07 0.20 0.63
66 60.14 60.70 1200.00 0.08 0.19 0.63
67 60.14 60.70 1200.00 0.07 0.19 0.63
68 60.68 60.70 1200.00 0.06 0.21 0.63
69 60.68 61.20 1200.00 0.08 0.19 0.63
70 60.14 61.20 1200.00 0.06 0.21 0.63
71 61.22 60.70 1200.00 0.08 0.18 0.63
72 61.22 61.20 1200.00 0.08 0.19 0.63
73 61.22 60.70 1200.00 0.06 0.21 0.63
74 60.68 61.20 1200.00 0.07 0.20 0.63
75 61.22 61.20 1200.00 0.09 0.18 0.63
76 61.76 61.80 1200.00 0.07 0.19 0.63
77 61.22 61.80 1200.00 0.06 0.21 0.63
78 60.68 61.80 1200.00 0.09 0.18 0.63
79 61.22 60.70 1200.00 0.09 0.18 0.64
80 61.22 60.70 800.00 0.08 0.18 0.64
81 60.68 60.70 1200.00 0.08 0.18 0.64
82 60.68 60.70 1200.00 0.08 0.18 0.64
83 60.68 61.20 1200.00 0.06 0.20 0.64
84 60.68 61.20 1200.00 0.05 0.21 0.64
85 60.68 61.20 1200.00 0.08 0.18 0.64
86 61.22 61.20 1200.00 0.08 0.18 0.64
87 60.68 60.70 1200.00 0.08 0.18 0.64
88 60.68 61.20 1200.00 0.08 0.18 0.64
89 60.68 61.20 1200.00 0.08 0.18 0.64
90 61.22 60.70 1200.00 0.07 0.18 0.65
91 61.22 60.70 1200.00 0.07 0.18 0.65
92 60.14 60.10 1200.00 0.07 0.18 0.65
93 61.22 60.70 1200.00 0.06 0.19 0.65
94 60.68 60.10 1200.00 0.05 0.20 0.65
95 60.14 60.70 1200.00 0.04 0.21 0.65
96 60.68 61.20 1200.00 0.05 0.20 0.65
97 61.22 61.20 1200.00 0.07 0.18 0.65
98 61.22 61.20 1200.00 0.07 0.18 0.65
99 60.68 60.70 1200.00 0.06 0.18 0.66
100 61.22 60.70 1200.00 0.06 0.18 0.66
101 60.68 60.70 900.00 0.06 0.18 0.66
102 60.68 61.20 1200.00 0.06 0.18 0.66
103 60.68 61.20 1199.99 0.06 0.18 0.66
104 60.68 61.20 1200.00 0.05 0.18 0.66
105 60.14 60.70 1200.00 0.05 0.18 0.67
106 60.68 60.70 1200.00 0.05 0.18 0.67
107 60.68 60.10 1200.00 0.05 0.18 0.67
108 60.14 60.10 1200.00 0.05 0.18 0.67
109 60.68 60.10 1200.00 0.04 0.18 0.67
110 60.68 60.70 900.00 0.04 0.18 0.68
111 60.68 60.10 1200.00 0.04 0.18 0.68
112 60.14 61.20 1200.00 0.04 0.18 0.68
113 60.14 60.10 1200.00 0.04 0.18 0.68
114 60.14 60.70 1200.00 0.04 0.19 0.67
115 60.68 61.20 1200.00 0.03 0.21 0.66
116 60.68 60.70 1200.00 0.04 0.22 0.64
117 61.22 61.20 1200.00 0.04 0.23 0.63
118 60.68 61.20 1200.00 0.03 0.24 0.63
119 60.14 60.10 1200.00 0.03 0.24 0.63
120 60.68 60.70 1200.00 0.04 0.24 0.62
121 61.22 61.20 1200.00 0.03 0.24 0.62
122 61.22 60.70 1200.00 0.03 0.24 0.62
123 61.22 61.20 1200.00 0.09 0.19 0.62
124 61.22 60.70 1200.00 0.07 0.21 0.62
125 61.22 61.20 1200.00 0.09 0.18 0.62
126 61.22 61.20 1200.00 0.09 0.18 0.63
127 60.68 61.80 1200.00 0.09 0.18 0.63
128 61.22 60.70 1200.00 0.08 0.19 0.63
129 61.22 61.20 1200.00 0.07 0.20 0.63
130 61.22 61.20 1200.00 0.09 0.18 0.63
131 61.22 61.20 1200.00 0.09 0.18 0.63
132 60.68 61.20 1200.00 0.09 0.18 0.63
133 60.68 61.20 1200.00 0.09 0.18 0.63
134 60.68 61.20 1200.00 0.09 0.18 0.64
135 61.22 61.20 1200.00 0.08 0.18 0.64
136 61.22 60.70 1200.00 0.08 0.18 0.64
137 60.68 60.70 900.00 0.08 0.18 0.64
138 61.22 60.70 1200.00 0.08 0.18 0.64
139 60.68 60.70 1200.00 0.07 0.18 0.65
140 60.68 60.10 1200.00 0.07 0.18 0.65
141 60.68 61.20 1200.00 0.07 0.18 0.65
142 61.22 60.70 1200.00 0.06 0.18 0.65
143 61.22 60.70 1200.00 0.06 0.19 0.65
144 60.68 61.20 1200.00 0.07 0.18 0.66
145 60.14 60.70 1200.00 0.07 0.18 0.66
146 60.68 60.10 1200.00 0.06 0.18 0.66
147 60.68 60.70 1200.00 0.06 0.18 0.66
148 61.22 60.70 1200.00 0.06 0.18 0.66
149 61.22 61.20 1200.00 0.05 0.18 0.66
150 60.14 60.70 1000.00 0.05 0.18 0.67
151 60.68 60.70 1200.00 0.05 0.18 0.67
152 61.22 60.70 899.99 0.05 0.18 0.67
153 60.68 60.70 1200.00 0.05 0.18 0.67
154 60.68 61.20 1200.00 0.04 0.18 0.68
155 60.68 60.70 1200.00 0.04 0.19 0.68
156 61.22 60.70 1200.00 0.04 0.18 0.68
157 61.22 61.20 1200.00 0.04 0.18 0.68
158 60.68 61.20 1200.00 0.04 0.18 0.68
159 60.68 60.70 1200.00 0.03 0.19 0.68
160 61.22 61.20 1200.00 0.04 0.20 0.66
161 61.22 60.10 1200.00 0.03 0.22 0.65
162 60.68 61.80 1200.00 0.04 0.22 0.64
163 61.22 61.20 1200.00 0.07 0.18 0.64
164 61.22 61.20 1200.00 0.05 0.20 0.64
165 61.22 61.20 1200.00 0.04 0.22 0.64
166 60.68 61.80 1200.00 0.04 0.22 0.64
167 61.22 61.20 1200.00 0.04 0.22 0.64
168 61.76 61.20 1200.00 0.03 0.22 0.64
169 61.22 61.20 1200.00 0.03 0.23 0.64
170 61.22 61.80 1200.00 0.03 0.23 0.64
171 61.22 61.20 1200.00 0.06 0.19 0.64
172 61.22 61.20 1200.00 0.05 0.21 0.64
173 61.22 61.20 1200.00 0.03 0.23 0.64
174 61.22 61.20 1200.00 0.03 0.23 0.64
175 61.76 61.20 1200.00 0.03 0.23 0.64
176 61.22 61.80 1200.00 0.03 0.23 0.64
177 61.76 61.20 1200.00 0.02 0.23 0.64
178 61.22 61.20 1200.00 0.02 0.24 0.64
179 61.76 61.80 1200.00 0.02 0.24 0.64
180 61.22 61.20 1200.00 0.03 0.24 0.63
181 61.76 61.20 1200.00 0.02 0.24 0.63
182 61.22 61.20 1200.00 0.07 0.19 0.63
183 61.22 61.20 1200.00 0.06 0.21 0.63
184 61.22 61.20 1200.00 0.05 0.22 0.63
185 61.22 61.20 1200.00 0.03 0.24 0.63
186 61.22 61.20 1200.00 0.02 0.25 0.63
187 61.22 61.20 1200.00 0.02 0.25 0.63
188 61.22 61.20 1200.00 0.02 0.26 0.62
189 61.76 61.20 1200.00 0.02 0.26 0.62
190 61.76 61.80 1200.00 0.02 0.26 0.62
191 61.22 61.20 1200.00 0.02 0.26 0.62
192 61.22 61.20 1200.00 0.02 0.26 0.62
193 61.22 61.20 1200.00 0.02 0.26 0.62
194 61.22 61.80 1200.00 0.02 0.26 0.62
195 61.76 61.20 1200.00 0.03 0.27 0.61
196 61.76 61.80 1200.00 0.02 0.27 0.61
197 61.22 61.80 1200.00 0.02 0.27 0.61
198 61.22 61.20 1200.00 0.03 0.27 0.60
199 61.22 61.20 1200.00 0.03 0.27 0.60
200 61.76 61.80 1200.00 0.03 0.27 0.60
201 61.22 61.80 1200.00 0.12 0.18 0.60
202 61.22 62.30 1200.00 0.10 0.20 0.60
203 61.76 61.80 1200.00 0.11 0.19 0.60
204 62.30 62.30 1200.00 0.09 0.21 0.60
205 62.30 61.80 1200.00 0.08 0.22 0.60
206 61.76 61.80 1200.00 0.08 0.22 0.60
207 62.30 62.30 1200.00 0.08 0.22 0.60
208 61.22 62.30 1200.00 0.08 0.22 0.60
209 61.76 62.30 1200.00 0.10 0.20 0.60
210 61.76 62.30 1200.00 0.11 0.19 0.60
211 62.30 62.30 1200.00 0.09 0.21 0.60
212 62.30 61.20 1199.99 0.09 0.21 0.60
213 61.76 62.30 1200.00 0.12 0.18 0.60
214 62.30 62.30 1200.00 0.10 0.20 0.60
215 62.30 62.30 1200.00 0.08 0.22 0.60
216 61.22 62.30 1200.00 0.08 0.22 0.60
217 61.76 61.80 1200.00 0.07 0.23 0.60
218 61.22 62.30 1200.00 0.07 0.23 0.60
219 62.30 61.80 1200.00 0.07 0.23 0.60
220 61.76 62.30 1200.00 0.06 0.24 0.60
221 61.22 62.30 1200.00 0.06 0.24 0.60
222 61.76 62.30 1200.00 0.06 0.24 0.60
223 61.76 62.30 1200.00 0.06 0.24 0.60
224 62.30 62.30 1200.00 0.06 0.24 0.60
225 62.30 62.30 1200.00 0.05 0.25 0.60
226 61.22 61.20 1200.00 0.05 0.25 0.60
227 62.30 62.30 1200.00 0.05 0.25 0.60
228 62.30 61.80 1200.00 0.05 0.25 0.60
229 62.30 61.80 1200.00 0.11 0.18 0.60
230 62.30 62.30 1200.00 0.09 0.21 0.60
231 62.30 62.30 1200.00 0.11 0.19 0.60
232 62.30 62.30 1200.00 0.09 0.21 0.60
233 62.30 62.80 1200.00 0.08 0.22 0.60
234 61.76 62.30 1200.00 0.08 0.22 0.60
235 62.30 62.30 1200.00 0.08 0.22 0.60
236 62.30 61.80 1200.00 0.12 0.18 0.60
237 62.30 62.30 1200.00 0.10 0.20 0.60
238 62.30 62.30 1200.00 0.10 0.19 0.60
239 62.30 62.30 1200.00 0.09 0.21 0.60
240 62.30 62.80 1200.00 0.12 0.18 0.60
241 62.30 62.30 1200.00 0.12 0.18 0.60
242 62.30 62.30 1200.00 0.12 0.18 0.61
243 61.76 61.80 1200.00 0.12 0.18 0.61
244 61.76 61.80 1200.00 0.11 0.18 0.61
245 62.30 61.20 1200.00 0.11 0.18 0.61
246 61.76 61.80 1200.00 0.11 0.18 0.61
247 62.30 61.20 1200.00 0.11 0.18 0.61
248 62.30 61.20 1200.00 0.11 0.18 0.62
249 61.76 61.80 1200.00 0.10 0.18 0.62
250 61.76 61.20 900.00 0.10 0.18 0.62
251 61.22 61.20 1200.00 0.10 0.18 0.62
252 61.76 61.80 1200.00 0.10 0.18 0.63
253 61.22 62.30 1200.00 0.10 0.18 0.63
254 61.22 61.20 900.00 0.09 0.18 0.63
255 61.76 61.80 1200.00 0.09 0.18 0.63
256 61.76 61.20 1199.99 0.09 0.18 0.63
257 61.22 62.30 1200.00 0.09 0.18 0.63
258 61.76 61.20 1200.00 0.09 0.18 0.63
259 61.76 61.20 800.00 0.09 0.18 0.64
260 61.22 62.30 1200.00 0.09 0.18 0.64
261 61.76 61.20 1200.00 0.08 0.18 0.64
262 61.76 61.80 1200.00 0.08 0.18 0.64
263 61.76 61.20 1200.00 0.08 0.18 0.64
264 61.76 62.30 1200.00 0.08 0.18 0.64
265 61.76 61.80 1200.00 0.08 0.18 0.65
266 61.22 61.20 1200.00 0.07 0.18 0.65
267 61.76 61.20 1200.00 0.07 0.18 0.65
268 61.76 61.80 1200.00 0.07 0.18 0.65
269 62.30 62.30 1200.00 0.05 0.20 0.65
270 61.76 61.80 1200.00 0.03 0.22 0.65
271 61.76 62.30 1200.00 0.02 0.23 0.65
272 62.30 61.80 1200.00 0.02 0.23 0.65
273 62.30 61.80 1200.00 0.02 0.23 0.64
274 61.76 62.30 1200.00 0.02 0.23 0.64
275 62.30 62.30 1200.00 0.07 0.19 0.64
276 62.83 62.30 1200.00 0.07 0.19 0.64
277 62.30 62.30 1200.00 0.08 0.18 0.65
278 62.30 62.30 1200.00 0.07 0.18 0.65
279 62.30 62.30 1200.00 0.06 0.18 0.65
280 61.76 61.20 1200.00 0.06 0.19 0.66
281 61.76 62.30 1200.00 0.05 0.19 0.66
282 61.76 61.80 1200.00 0.05 0.20 0.66
283 62.30 61.80 1200.00 0.06 0.18 0.66
284 62.30 62.30 1200.00 0.06 0.18 0.66
285 62.30 62.30 1200.00 0.05 0.18 0.66
286 61.76 61.80 1200.00 0.05 0.19 0.67
287 61.22 62.30 1200.00 0.05 0.18 0.67
288 61.76 62.30 1200.00 0.05 0.18 0.67
289 61.76 61.80 1200.00 0.05 0.18 0.67
290 61.22 61.80 1200.00 0.05 0.18 0.67
291 61.22 62.30 1200.00 0.05 0.18 0.68
292 61.22 62.30 1200.00 0.05 0.18 0.68
293 61.76 62.30 1200.00 0.04 0.18 0.68
294 62.30 62.30 1200.00 0.04 0.18 0.68
295 62.30 61.80 1200.00 0.04 0.18 0.68
296 61.76 62.30 1200.00 0.03 0.18 0.69
297 62.30 62.30 1200.00 0.03 0.18 0.69
298 61.22 61.80 1200.00 0.03 0.18 0.69
299 61.76 61.80 1200.00 0.03 0.18 0.69
300 62.30 61.20 1200.00 0.03 0.18 0.69
301 61.76 61.80 1200.00 0.03 0.18 0.70
302 61.22 62.30 1200.00 0.03 0.18 0.70
303 61.76 62.30 1200.00 0.02 0.19 0.69
304 61.76 62.30 1200.00 0.04 0.18 0.68
305 61.76 62.30 1200.00 0.04 0.18 0.69
306 62.30 61.80 1200.00 0.04 0.18 0.69
307 62.30 62.30 1200.00 0.03 0.19 0.69
308 62.30 62.30 1200.00 0.02 0.21 0.67
309 62.30 62.30 1200.00 0.03 0.20 0.67
310 62.30 62.30 1200.00 0.03 0.20 0.67
311 62.30 62.30 1200.00 0.04 0.19 0.67
312 62.30 62.30 1200.00 0.02 0.21 0.67
313 62.30 62.80 1200.00 0.05 0.19 0.67
314 63.37 62.30 1200.00 0.04 0.19 0.67
315 62.30 62.30 1200.00 0.03 0.21 0.67
316 62.30 62.30 1200.00 0.04 0.19 0.67
317 62.83 62.30 1200.00 0.05 0.19 0.67
318 62.30 62.30 1200.00 0.03 0.20 0.67
319 62.30 62.30 1200.00 0.04 0.19 0.67
320 62.30 62.30 1200.00 0.02 0.21 0.67
321 62.30 62.30 1200.00 0.04 0.19 0.67
322 62.30 62.80 1200.00 0.05 0.18 0.67
323 62.30 62.30 1200.00 0.03 0.20 0.67
324 62.83 62.30 1200.00 0.04 0.19 0.67
325 62.83 62.80 1200.00 0.04 0.19 0.67
326 62.30 62.30 1200.00 0.04 0.19 0.67
327 62.83 62.30 1200.00 0.05 0.19 0.67
328 62.83 62.80 1200.00 0.04 0.19 0.67
329 62.30 62.80 1200.00 0.03 0.20 0.67
330 62.30 62.30 1199.99 0.04 0.19 0.67
331 62.83 62.30 1200.00 0.05 0.18 0.67
332 62.30 62.80 1200.00 0.04 0.18 0.67
333 62.30 62.30 1200.00 0.04 0.18 0.67
334 62.30 62.30 1200.00 0.02 0.21 0.67
335 62.30 62.30 1200.00 0.02 0.22 0.65
336 62.30 62.30 1200.00 0.02 0.24 0.64
337 62.30 62.30 1200.00 0.03 0.25 0.62
338 62.30 62.30 1200.00 0.03 0.26 0.62
339 62.30 62.30 1200.00 0.02 0.26 0.62
340 62.30 62.30 1200.00 0.10 0.18 0.62
341 62.30 62.30 1200.00 0.07 0.20 0.62
342 62.83 62.30 1200.00 0.08 0.20 0.62
343 62.30 62.80 1200.00 0.06 0.22 0.62
344 61.76 62.30 600.00 0.06 0.22 0.62
345 61.22 62.30 1200.00 0.05 0.22 0.62
346 62.30 62.30 1200.00 0.05 0.23 0.62
347 62.30 62.30 1200.00 0.04 0.23 0.63
348 62.30 61.80 1200.00 0.03 0.24 0.64
349 62.30 62.30 1200.00 0.03 0.24 0.63
350 62.30 62.80 1200.00 0.09 0.18 0.63
351 62.30 62.30 1200.00 0.09 0.18 0.63
352 62.30 62.30 1200.00 0.09 0.18 0.63
353 62.30 62.30 1200.00 0.08 0.18 0.64
354 62.30 62.80 1200.00 0.07 0.19 0.65
355 62.30 62.30 1200.00 0.06 0.19 0.65
356 62.30 62.30 1200.00 0.07 0.18 0.65
357 62.30 62.30 1200.00 0.07 0.18 0.65
358 62.30 61.80 1200.00 0.04 0.22 0.64
359 62.30 62.30 1199.99 0.03 0.22 0.64
360 62.30 62.30 1200.00 0.03 0.23 0.64
361 61.22 62.30 1200.00 0.02 0.24 0.64
362 62.30 62.30 1200.00 0.02 0.24 0.64
363 62.83 62.30 1200.00 0.08 0.19 0.64
364 62.30 62.30 1200.00 0.09 0.18 0.64
365 62.30 62.80 1200.00 0.09 0.18 0.64
366 62.83 62.30 1200.00 0.09 0.18 0.64
367 62.30 62.80 1200.00 0.08 0.18 0.64
368 62.83 62.80 1200.00 0.06 0.19 0.65
369 62.30 62.80 1200.00 0.05 0.20 0.65
370 62.30 62.30 1200.00 0.07 0.18 0.65
371 62.30 62.30 1200.00 0.06 0.19 0.65
372 62.30 62.30 1200.00 0.04 0.22 0.65
373 62.30 62.80 1200.00 0.03 0.22 0.65
374 62.30 62.30 1200.00 0.03 0.23 0.64
375 62.30 62.30 1000.00 0.03 0.24 0.64
376 61.76 62.30 1199.99 0.03 0.24 0.63
377 62.30 62.30 1200.00 0.08 0.19 0.64
378 62.83 62.30 1200.00 0.07 0.18 0.65
379 62.30 62.80 1200.00 0.07 0.18 0.65
380 62.30 62.30 1200.00 0.07 0.18 0.66
381 62.30 62.30 1200.00 0.07 0.18 0.66
382 62.30 62.80 1200.00 0.07 0.18 0.66
383 62.83 63.40 1200.00 0.07 0.18 0.66
384 63.37 62.80 1200.00 0.07 0.17 0.66
385 62.83 62.80 1200.00 0.07 0.18 0.66
386 62.83 62.30 1200.00 0.06 0.18 0.66
387 62.30 62.80 1200.00 0.05 0.19 0.67
388 62.30 62.80 1200.00 0.06 0.18 0.67
389 62.83 62.80 1200.00 0.04 0.17 0.68
390 62.30 62.30 1200.00 0.05 0.17 0.68
391 62.30 62.30 1200.00 0.04 0.17 0.69
392 62.30 62.30 1200.00 0.03 0.17 0.70
393 62.30 62.30 1200.00 0.03 0.17 0.69
394 61.22 62.30 1200.00 0.03 0.17 0.69
395 62.30 61.20 900.00 0.03 0.17 0.69
396 61.22 61.20 600.00 0.03 0.17 0.69
397 61.22 61.20 800.00 0.03 0.17 0.69
398 60.68 60.70 800.00 0.03 0.17 0.69
399 60.68 61.20 600.00 0.03 0.17 0.69
400 60.14 60.70 1200.00 0.04 0.17 0.68
401 60.68 60.70 1200.00 0.05 0.17 0.68
402 61.22 61.20 1200.00 0.04 0.17 0.68
403 61.22 61.20 1200.00 0.04 0.17 0.68
404 61.22 61.20 900.00 0.04 0.17 0.68
405 60.14 61.20 900.00 0.04 0.18 0.68
406 61.22 61.20 900.00 0.04 0.18 0.69
407 60.68 61.20 900.00 0.04 0.17 0.68
408 60.68 61.20 1000.00 0.05 0.18 0.68
409 60.14 60.70 1200.00 0.04 0.18 0.68
410 60.14 61.20 1200.00 0.04 0.18 0.68
411 61.22 60.70 1199.99 0.04 0.18 0.68
412 61.22 60.70 900.00 0.04 0.18 0.68
413 60.68 60.70 900.00 0.04 0.18 0.68
414 60.68 60.70 900.00 0.05 0.18 0.68
415 60.68 60.10 900.00 0.05 0.18 0.67
416 61.22 60.70 1000.00 0.05 0.18 0.68
417 60.68 60.70 1200.00 0.04 0.18 0.68
418 60.14 61.20 1000.00 0.05 0.18 0.68
419 61.22 61.20 1200.00 0.05 0.18 0.67
420 61.22 60.70 1000.00 0.04 0.18 0.68
421 60.68 61.20 1200.00 0.04 0.18 0.68
422 61.22 61.20 1200.00 0.05 0.18 0.67
423 61.22 61.20 1200.00 0.04 0.18 0.68
424 62.30 61.20 1200.00 0.04 0.18 0.68
425 61.76 61.20 1200.00 0.04 0.18 0.67
426 61.22 61.80 1200.00 0.04 0.18 0.68
427 61.76 61.20 1200.00 0.04 0.19 0.67
428 61.22 62.30 1200.00 0.04 0.19 0.67
429 61.22 61.20 1200.00 0.04 0.19 0.67
430 61.22 61.20 1200.00 0.05 0.19 0.66
431 61.22 61.20 900.00 0.04 0.20 0.66
432 61.76 61.80 1200.00 0.04 0.20 0.66
433 61.22 61.80 1200.00 0.04 0.20 0.66
434 61.76 61.20 1200.00 0.04 0.20 0.66
435 61.22 61.20 1200.00 0.04 0.20 0.66
436 61.76 61.20 1200.00 0.04 0.20 0.65
437 61.22 61.80 1200.00 0.05 0.21 0.65
438 62.30 61.20 1200.00 0.04 0.21 0.65
439 61.76 62.30 1200.00 0.04 0.22 0.64
440 61.76 61.80 1200.00 0.04 0.22 0.64
441 62.83 62.30 1200.00 0.05 0.22 0.64
442 62.30 62.30 1200.00 0.04 0.22 0.64
443 62.30 62.30 1200.00 0.05 0.22 0.64
444 62.83 62.30 1200.00 0.05 0.22 0.64
445 62.30 63.40 1200.00 0.04 0.22 0.64
446 62.83 62.30 1200.00 0.05 0.21 0.64
447 62.83 62.30 1200.00 0.04 0.22 0.64
448 62.83 62.30 1200.00 0.05 0.22 0.64
449 63.37 62.80 1200.00 0.05 0.22 0.64
450 62.83 62.80 1200.00 0.04 0.22 0.64
451 63.37 62.30 1200.00 0.05 0.21 0.64
452 63.37 63.40 1200.00 0.04 0.22 0.64
453 63.37 62.80 1200.00 0.05 0.21 0.64
454 63.37 63.40 1199.99 0.05 0.22 0.64
455 62.83 62.80 1200.00 0.04 0.22 0.64
456 63.37 62.80 1200.00 0.05 0.22 0.64
457 62.83 63.40 1200.00 0.04 0.22 0.64
458 62.83 63.90 1200.00 0.05 0.21 0.64
459 63.37 63.40 1200.00 0.05 0.22 0.64
460 62.83 62.80 1200.00 0.04 0.22 0.64
461 63.37 62.30 1200.00 0.05 0.21 0.64
462 63.37 63.40 1200.00 0.04 0.22 0.64
463 63.37 62.80 1200.00 0.05 0.21 0.64
464 63.37 63.40 1200.00 0.05 0.22 0.64
465 63.37 62.80 1200.00 0.04 0.22 0.64
466 63.37 62.80 1200.00 0.05 0.21 0.64
467 63.37 63.40 1200.00 0.04 0.22 0.64
468 63.37 63.40 1200.00 0.05 0.21 0.64
469 63.37 63.40 1200.00 0.04 0.22 0.64
470 63.37 63.40 1200.00 0.04 0.22 0.64
471 63.91 63.40 1200.00 0.05 0.22 0.64
472 63.37 63.40 1200.00 0.04 0.22 0.64
473 63.37 63.40 1200.00 0.05 0.21 0.64
474 63.91 63.40 1200.00 0.04 0.22 0.64
475 63.37 63.90 1200.00 0.04 0.22 0.64
476 63.37 63.40 1200.00 0.05 0.22 0.64
477 63.37 63.40 1200.00 0.04 0.22 0.64
478 63.37 64.50 1200.00 0.05 0.21 0.64
479 63.37 63.40 1200.00 0.04 0.22 0.64
480 63.37 63.40 1200.00 0.04 0.22 0.64
481 63.37 64.50 1200.00 0.05 0.22 0.64
482 63.37 64.50 1200.00 0.04 0.22 0.64
483 63.91 63.90 1200.00 0.04 0.22 0.64
484 63.91 64.50 1200.00 0.04 0.22 0.64
485 63.37 63.40 1200.00 0.04 0.22 0.64
486 63.91 64.50 1200.00 0.05 0.21 0.64
487 63.91 63.90 1200.00 0.04 0.22 0.64
488 63.91 63.90 1200.00 0.04 0.23 0.64
489 64.45 64.50 1200.00 0.04 0.22 0.64
490 63.91 64.50 1200.00 0.04 0.22 0.64
491 63.91 64.50 1200.00 0.05 0.21 0.64
492 63.91 63.40 1200.00 0.05 0.22 0.64
493 63.91 63.40 1200.00 0.04 0.22 0.64
494 63.91 63.40 1200.00 0.04 0.22 0.64
495 63.37 63.40 1200.00 0.05 0.21 0.64
496 63.37 63.40 1000.00 0.04 0.23 0.64
497 63.91 63.40 1200.00 0.04 0.22 0.64
498 63.37 63.90 1200.00 0.04 0.22 0.64
499 63.37 63.40 1200.00 0.05 0.21 0.64
500 63.37 63.40 1199.99 0.04 0.22 0.64
501 64.45 63.90 1200.00 0.04 0.22 0.64
502 63.37 63.90 1200.00 0.04 0.22 0.64
503 64.45 64.50 1200.00 0.04 0.22 0.64
504 64.45 64.50 1200.00 0.04 0.23 0.64
505 63.91 64.50 1200.00 0.04 0.22 0.64
506 63.91 63.90 1200.00 0.04 0.22 0.64
507 64.45 64.50 1200.00 0.05 0.21 0.64
508 63.37 64.50 1200.00 0.04 0.22 0.64
509 64.45 64.50 1200.00 0.04 0.22 0.64
510 64.45 64.50 1200.00 0.03 0.23 0.64
511 64.45 64.50 1200.00 0.04 0.22 0.64
512 64.45 64.50 1200.00 0.04 0.22 0.64
513 64.45 64.50 1200.00 0.03 0.23 0.64
514 63.37 64.50 1200.00 0.04 0.22 0.64
515 64.45 64.50 1200.00 0.04 0.22 0.64
516 64.45 64.50 1200.00 0.04 0.22 0.64
517 63.91 64.50 1200.00 0.04 0.22 0.64
518 64.45 64.50 1200.00 0.03 0.23 0.64
519 64.45 64.50 1200.00 0.04 0.22 0.64
